granularity;manufacturer;device;series;manufacturer_type;catalog_number;rated_current_A;poles_total;poles_protected;pole_configuration;characteristic;breaking_capacity_kA;residual_current_mA;rcd_type;voltage_type;heat_loss_W;heat_loss_basis;catalog_status;verification;notes;source_url
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 AC 100mA;;6;2;1;1P+N;C;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 AC 300mA;;6;2;1;1P+N;C;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 AC 300mA;;6;2;1;1P+N;C;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 AC 30mA;;6;2;1;1P+N;C;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 AC 30mA;;6;2;1;1P+N;C;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 A 100mA;;10;2;1;1P+N;B;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 A 100mA;;10;2;1;1P+N;B;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 A 300mA;;10;2;1;1P+N;B;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 A 300mA;;10;2;1;1P+N;B;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 A 30mA;;10;2;1;1P+N;B;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 A 30mA;;10;2;1;1P+N;B;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 AC 100mA;;10;2;1;1P+N;B;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 AC 100mA;;10;2;1;1P+N;B;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 AC 300mA;;10;2;1;1P+N;B;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 AC 300mA;;10;2;1;1P+N;B;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 AC 30mA;;10;2;1;1P+N;B;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B10 AC 30mA;;10;2;1;1P+N;B;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 A 100mA;;10;2;1;1P+N;C;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 A 100mA;;10;2;1;1P+N;C;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 A 300mA;;10;2;1;1P+N;C;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 A 300mA;;10;2;1;1P+N;C;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 A 30mA;;10;2;1;1P+N;C;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 A 30mA;;10;2;1;1P+N;C;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 AC 100mA;;10;2;1;1P+N;C;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 AC 100mA;;10;2;1;1P+N;C;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 AC 300mA;;10;2;1;1P+N;C;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 AC 300mA;;10;2;1;1P+N;C;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 AC 30mA;;10;2;1;1P+N;C;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C10 AC 30mA;;10;2;1;1P+N;C;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 A 100mA;;13;2;1;1P+N;B;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 A 100mA;;13;2;1;1P+N;B;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 A 300mA;;13;2;1;1P+N;B;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 A 300mA;;13;2;1;1P+N;B;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 A 30mA;;13;2;1;1P+N;B;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 A 30mA;;13;2;1;1P+N;B;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 AC 100mA;;13;2;1;1P+N;B;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 AC 100mA;;13;2;1;1P+N;B;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 AC 300mA;;13;2;1;1P+N;B;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 AC 300mA;;13;2;1;1P+N;B;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 AC 30mA;;13;2;1;1P+N;B;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B13 AC 30mA;;13;2;1;1P+N;B;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 A 100mA;;13;2;1;1P+N;C;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 A 100mA;;13;2;1;1P+N;C;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 A 300mA;;13;2;1;1P+N;C;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 A 300mA;;13;2;1;1P+N;C;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 A 30mA;;13;2;1;1P+N;C;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 A 30mA;;13;2;1;1P+N;C;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 AC 100mA;;13;2;1;1P+N;C;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 AC 100mA;;13;2;1;1P+N;C;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 AC 300mA;;13;2;1;1P+N;C;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 AC 300mA;;13;2;1;1P+N;C;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 AC 30mA;;13;2;1;1P+N;C;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C13 AC 30mA;;13;2;1;1P+N;C;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 A 100mA;;16;2;1;1P+N;B;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 A 100mA;;16;2;1;1P+N;B;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 A 300mA;;16;2;1;1P+N;B;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 A 300mA;;16;2;1;1P+N;B;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 A 30mA;;16;2;1;1P+N;B;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 A 30mA;;16;2;1;1P+N;B;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 AC 100mA;;16;2;1;1P+N;B;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 AC 100mA;;16;2;1;1P+N;B;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 AC 300mA;;16;2;1;1P+N;B;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 AC 300mA;;16;2;1;1P+N;B;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 AC 30mA;;16;2;1;1P+N;B;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B16 AC 30mA;;16;2;1;1P+N;B;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 A 100mA;;16;2;1;1P+N;C;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 A 100mA;;16;2;1;1P+N;C;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 A 300mA;;16;2;1;1P+N;C;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 A 300mA;;16;2;1;1P+N;C;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 A 30mA;;16;2;1;1P+N;C;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 A 30mA;;16;2;1;1P+N;C;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 AC 100mA;;16;2;1;1P+N;C;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 AC 100mA;;16;2;1;1P+N;C;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 AC 300mA;;16;2;1;1P+N;C;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 AC 300mA;;16;2;1;1P+N;C;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 AC 30mA;;16;2;1;1P+N;C;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C16 AC 30mA;;16;2;1;1P+N;C;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 A 100mA;;20;2;1;1P+N;B;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 A 100mA;;20;2;1;1P+N;B;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 A 300mA;;20;2;1;1P+N;B;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 A 300mA;;20;2;1;1P+N;B;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 A 30mA;;20;2;1;1P+N;B;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 A 30mA;;20;2;1;1P+N;B;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 AC 100mA;;20;2;1;1P+N;B;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 AC 100mA;;20;2;1;1P+N;B;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 AC 300mA;;20;2;1;1P+N;B;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 AC 300mA;;20;2;1;1P+N;B;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 AC 30mA;;20;2;1;1P+N;B;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B20 AC 30mA;;20;2;1;1P+N;B;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C20 A 100mA;;20;2;1;1P+N;C;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C20 A 100mA;;20;2;1;1P+N;C;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C20 A 300mA;;20;2;1;1P+N;C;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
